# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.043688599020242691e-02 1.456700921058654785e+00 1.190863847732543945e+00 5.493502691388130188e-02 1.777875423431396484e-02 1.043688599020242691e-02 1.456700921058654785e+00 1.190863847732543945e+00 5.493502691388130188e-02 1.777875423431396484e-02
1.000000000000000000e+03 6.129141896963119507e-03 7.470101863145828247e-02 6.885959208011627197e-02 3.010336682200431824e-02 2.605183795094490051e-02 6.129141896963119507e-03 7.470101863145828247e-02 6.885959208011627197e-02 3.010336682200431824e-02 2.605183795094490051e-02
2.000000000000000000e+03 4.331740085035562515e-03 6.851705908775329590e-02 6.497667729854583740e-02 3.186415508389472961e-02 2.874648571014404297e-02 4.331740085035562515e-03 6.851705908775329590e-02 6.497667729854583740e-02 3.186415508389472961e-02 2.874648571014404297e-02
3.000000000000000000e+03 3.927027340978384018e-03 7.644811272621154785e-02 7.134020328521728516e-02 2.710997872054576874e-02 1.977087371051311493e-02 3.927027340978384018e-03 7.644811272621154785e-02 7.134020328521728516e-02 2.710997872054576874e-02 1.977087371051311493e-02
4.000000000000000000e+03 3.560181707143783569e-03 6.323570758104324341e-02 6.068307906389236450e-02 3.395626693964004517e-02 3.263336047530174255e-02 3.560181707143783569e-03 6.323570758104324341e-02 6.068307906389236450e-02 3.395626693964004517e-02 3.263336047530174255e-02
5.000000000000000000e+03 3.600413678213953972e-03 6.475552171468734741e-02 6.115790084004402161e-02 3.144126757979393005e-02 2.775434963405132294e-02 3.600413678213953972e-03 6.475552171468734741e-02 6.115790084004402161e-02 3.144126757979393005e-02 2.775434963405132294e-02
6.000000000000000000e+03 4.155677277594804764e-03 6.410785764455795288e-02 5.907192453742027283e-02 3.108913451433181763e-02 2.625780180096626282e-02 4.155677277594804764e-03 6.410785764455795288e-02 5.907192453742027283e-02 3.108913451433181763e-02 2.625780180096626282e-02
7.000000000000000000e+03 5.118965171277523041e-03 5.733431503176689148e-02 5.061838775873184204e-02 3.383558616042137146e-02 3.111918270587921143e-02 5.118965171277523041e-03 5.733431503176689148e-02 5.061838775873184204e-02 3.383558616042137146e-02 3.111918270587921143e-02
8.000000000000000000e+03 5.605313926935195923e-03 4.580591246485710144e-02 3.852578252553939819e-02 3.945428878068923950e-02 4.307553544640541077e-02 5.605313926935195923e-03 4.580591246485710144e-02 3.852578252553939819e-02 3.945428878068923950e-02 4.307553544640541077e-02
9.000000000000000000e+03 6.934137083590030670e-03 3.932094946503639221e-02 3.291657567024230957e-02 3.874020278453826904e-02 4.265565797686576843e-02 6.934137083590030670e-03 3.932094946503639221e-02 3.291657567024230957e-02 3.874020278453826904e-02 4.265565797686576843e-02
1.000000000000000000e+04 1.156977564096450806e-02 4.166496172547340393e-02 3.741237521171569824e-02 2.850400097668170929e-02 3.135579079389572144e-02 1.156977564096450806e-02 4.166496172547340393e-02 3.741237521171569824e-02 2.850400097668170929e-02 3.135579079389572144e-02
1.100000000000000000e+04 1.013157982379198074e-02 3.042998723685741425e-02 2.838589064776897430e-02 2.920752577483654022e-02 3.542325273156166077e-02 1.013157982379198074e-02 3.042998723685741425e-02 2.838589064776897430e-02 2.920752577483654022e-02 3.542325273156166077e-02
1.200000000000000000e+04 1.163358148187398911e-02 2.715917676687240601e-02 2.573589235544204712e-02 2.710648253560066223e-02 3.366658464074134827e-02 1.163358148187398911e-02 2.715917676687240601e-02 2.573589235544204712e-02 2.710648253560066223e-02 3.366658464074134827e-02
1.300000000000000000e+04 2.140700817108154297e-02 2.369012683629989624e-02 2.342946641147136688e-02 2.809979952871799469e-02 3.678384795784950256e-02 2.140700817108154297e-02 2.369012683629989624e-02 2.342946641147136688e-02 2.809979952871799469e-02 3.678384795784950256e-02
