# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 5.362067837268114090e-03 2.429014891386032104e-01 2.511869668960571289e-01 2.146720141172409058e-01 2.508217990398406982e-01 5.362067837268114090e-03 2.429014891386032104e-01 2.511869668960571289e-01 2.146720141172409058e-01 2.508217990398406982e-01
1.000000000000000000e+03 7.905862294137477875e-04 3.824589028954505920e-02 3.836303576827049255e-02 3.664625063538551331e-02 3.802179917693138123e-02 7.905862294137477875e-04 3.824589028954505920e-02 3.836303576827049255e-02 3.664625063538551331e-02 3.802179917693138123e-02
2.000000000000000000e+03 3.006955957971513271e-04 3.791008889675140381e-02 3.850572556257247925e-02 3.715874254703521729e-02 3.807817399501800537e-02 3.006955957971513271e-04 3.791008889675140381e-02 3.850572556257247925e-02 3.715874254703521729e-02 3.807817399501800537e-02
3.000000000000000000e+03 2.716082963161170483e-04 3.833983838558197021e-02 3.909296914935112000e-02 3.635997325181961060e-02 3.695815056562423706e-02 2.716082963161170483e-04 3.833983838558197021e-02 3.909296914935112000e-02 3.635997325181961060e-02 3.695815056562423706e-02
4.000000000000000000e+03 6.461160955950617790e-04 3.607039526104927063e-02 3.706195577979087830e-02 3.755324333906173706e-02 4.034287482500076294e-02 6.461160955950617790e-04 3.607039526104927063e-02 3.706195577979087830e-02 3.755324333906173706e-02 4.034287482500076294e-02
5.000000000000000000e+03 9.076846181415021420e-04 3.762205317616462708e-02 3.721250593662261963e-02 3.610925376415252686e-02 3.835902735590934753e-02 9.076846181415021420e-04 3.762205317616462708e-02 3.721250593662261963e-02 3.610925376415252686e-02 3.835902735590934753e-02
6.000000000000000000e+03 4.436711780726909637e-03 4.209838807582855225e-02 4.302029684185981750e-02 3.180408850312232971e-02 3.186290711164474487e-02 4.436711780726909637e-03 4.209838807582855225e-02 4.302029684185981750e-02 3.180408850312232971e-02 3.186290711164474487e-02
7.000000000000000000e+03 4.573693964630365372e-03 3.492812439799308777e-02 3.720062598586082458e-02 3.178908303380012512e-02 3.826766833662986755e-02 4.573693964630365372e-03 3.492812439799308777e-02 3.720062598586082458e-02 3.178908303380012512e-02 3.826766833662986755e-02
8.000000000000000000e+03 5.005698185414075851e-03 3.229098394513130188e-02 3.327744454145431519e-02 2.713735587894916534e-02 3.529850021004676819e-02 5.005698185414075851e-03 3.229098394513130188e-02 3.327744454145431519e-02 2.713735587894916534e-02 3.529850021004676819e-02
9.000000000000000000e+03 6.845538504421710968e-03 3.058291785418987274e-02 3.072006441652774811e-02 2.145571820437908173e-02 2.783164940774440765e-02 6.845538504421710968e-03 3.058291785418987274e-02 3.072006441652774811e-02 2.145571820437908173e-02 2.783164940774440765e-02
1.000000000000000000e+04 3.829183056950569153e-02 2.723152376711368561e-02 2.519247867166996002e-02 2.339417487382888794e-02 2.766334079205989838e-02 3.829183056950569153e-02 2.723152376711368561e-02 2.519247867166996002e-02 2.339417487382888794e-02 2.766334079205989838e-02
1.100000000000000000e+04 1.131406147032976151e-02 2.386340126395225525e-02 2.350793592631816864e-02 1.647479273378849030e-02 2.059237472712993622e-02 1.131406147032976151e-02 2.386340126395225525e-02 2.350793592631816864e-02 1.647479273378849030e-02 2.059237472712993622e-02
1.200000000000000000e+04 1.467156596481800079e-02 2.267193235456943512e-02 1.826439052820205688e-02 1.873462274670600891e-02 1.888658665120601654e-02 1.467156596481800079e-02 2.267193235456943512e-02 1.826439052820205688e-02 1.873462274670600891e-02 1.888658665120601654e-02
1.300000000000000000e+04 1.188999600708484650e-02 2.043203264474868774e-02 1.572185754776000977e-02 1.373764220625162125e-02 1.498840749263763428e-02 1.188999600708484650e-02 2.043203264474868774e-02 1.572185754776000977e-02 1.373764220625162125e-02 1.498840749263763428e-02
1.400000000000000000e+04 5.879471544176340103e-03 1.834849081933498383e-02 1.329044532030820847e-02 1.189871039241552353e-02 1.443984732031822205e-02 5.879471544176340103e-03 1.834849081933498383e-02 1.329044532030820847e-02 1.189871039241552353e-02 1.443984732031822205e-02
1.500000000000000000e+04 2.547832950949668884e-02 1.780812628567218781e-02 1.323296874761581421e-02 1.444548834115266800e-02 1.273567136377096176e-02 2.547832950949668884e-02 1.780812628567218781e-02 1.323296874761581421e-02 1.444548834115266800e-02 1.273567136377096176e-02
1.600000000000000000e+04 8.219880051910877228e-03 1.728156208992004395e-02 1.192210149019956589e-02 1.125110127031803131e-02 1.261320803314447403e-02 8.219880051910877228e-03 1.728156208992004395e-02 1.192210149019956589e-02 1.125110127031803131e-02 1.261320803314447403e-02
1.700000000000000000e+04 7.619761861860752106e-03 1.487526390701532364e-02 1.097221951931715012e-02 1.036848966032266617e-02 1.302432548254728317e-02 7.619761861860752106e-03 1.487526390701532364e-02 1.097221951931715012e-02 1.036848966032266617e-02 1.302432548254728317e-02
1.800000000000000000e+04 6.779171992093324661e-03 1.382439956068992615e-02 1.091733388602733612e-02 1.009528245776891708e-02 1.285951118916273117e-02 6.779171992093324661e-03 1.382439956068992615e-02 1.091733388602733612e-02 1.009528245776891708e-02 1.285951118916273117e-02
1.900000000000000000e+04 6.841676309704780579e-03 1.402508746832609177e-02 9.807823225855827332e-03 9.475261904299259186e-03 1.176039595156908035e-02 6.841676309704780579e-03 1.402508746832609177e-02 9.807823225855827332e-03 9.475261904299259186e-03 1.176039595156908035e-02
2.000000000000000000e+04 5.214700475335121155e-03 1.165733765810728073e-02 8.958519436419010162e-03 1.100658625364303589e-02 1.138053741306066513e-02 5.214700475335121155e-03 1.165733765810728073e-02 8.958519436419010162e-03 1.100658625364303589e-02 1.138053741306066513e-02
2.100000000000000000e+04 7.628517597913742065e-02 1.189847011119127274e-02 8.409388363361358643e-03 9.369704872369766235e-03 1.174363307654857635e-02 7.628517597913742065e-02 1.189847011119127274e-02 8.409388363361358643e-03 9.369704872369766235e-03 1.174363307654857635e-02
2.200000000000000000e+04 1.811082288622856140e-02 1.114485133439302444e-02 9.167451411485671997e-03 9.320062585175037384e-03 9.912637062370777130e-03 1.811082288622856140e-02 1.114485133439302444e-02 9.167451411485671997e-03 9.320062585175037384e-03 9.912637062370777130e-03
2.300000000000000000e+04 1.416399609297513962e-02 1.023939345031976700e-02 8.782588876783847809e-03 8.165835402905941010e-03 1.069817971438169479e-02 1.416399609297513962e-02 1.023939345031976700e-02 8.782588876783847809e-03 8.165835402905941010e-03 1.069817971438169479e-02
2.400000000000000000e+04 9.218188002705574036e-03 9.418554604053497314e-03 7.955637760460376740e-03 7.989845238626003265e-03 1.093452144414186478e-02 9.218188002705574036e-03 9.418554604053497314e-03 7.955637760460376740e-03 7.989845238626003265e-03 1.093452144414186478e-02
2.500000000000000000e+04 5.412031337618827820e-02 9.200612083077430725e-03 7.338109891861677170e-03 8.452157489955425262e-03 9.952384047210216522e-03 5.412031337618827820e-02 9.200612083077430725e-03 7.338109891861677170e-03 8.452157489955425262e-03 9.952384047210216522e-03
2.600000000000000000e+04 9.919382631778717041e-03 9.550563059747219086e-03 7.824618369340896606e-03 7.859723642468452454e-03 9.924905374646186829e-03 9.919382631778717041e-03 9.550563059747219086e-03 7.824618369340896606e-03 7.859723642468452454e-03 9.924905374646186829e-03
2.700000000000000000e+04 1.047260500490665436e-02 8.555649779736995697e-03 8.153481408953666687e-03 7.685103453695774078e-03 8.706458844244480133e-03 1.047260500490665436e-02 8.555649779736995697e-03 8.153481408953666687e-03 7.685103453695774078e-03 8.706458844244480133e-03
2.800000000000000000e+04 2.721261419355869293e-02 9.321740828454494476e-03 8.477790281176567078e-03 7.682391442358493805e-03 8.594697341322898865e-03 2.721261419355869293e-02 9.321740828454494476e-03 8.477790281176567078e-03 7.682391442358493805e-03 8.594697341322898865e-03
2.900000000000000000e+04 1.122405845671892166e-02 9.331748820841312408e-03 7.312289439141750336e-03 7.590343244373798370e-03 9.619475342333316803e-03 1.122405845671892166e-02 9.331748820841312408e-03 7.312289439141750336e-03 7.590343244373798370e-03 9.619475342333316803e-03
3.000000000000000000e+04 3.164711967110633850e-02 8.846046403050422668e-03 6.942779291421175003e-03 8.210216648876667023e-03 9.789629839360713959e-03 3.164711967110633850e-02 8.846046403050422668e-03 6.942779291421175003e-03 8.210216648876667023e-03 9.789629839360713959e-03
