# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 6.692348420619964600e-02 8.788953423500061035e-01 8.424951434135437012e-01 2.506608507246710360e-05 1.664904318749904633e-02 6.692348420619964600e-02 8.788953423500061035e-01 8.424951434135437012e-01 2.506608507246710360e-05 1.664904318749904633e-02
1.000000000000000000e+03 2.435483504086732864e-03 3.985286876559257507e-02 3.936498984694480896e-02 3.971350565552711487e-02 4.256349429488182068e-02 2.435483504086732864e-03 3.985286876559257507e-02 3.936498984694480896e-02 3.971350565552711487e-02 4.256349429488182068e-02
1.000000000000000000e+03 2.435483504086732864e-03 3.985286876559257507e-02 3.936498984694480896e-02 3.971350565552711487e-02 4.256349429488182068e-02 2.435483504086732864e-03 3.985286876559257507e-02 3.936498984694480896e-02 3.971350565552711487e-02 4.256349429488182068e-02
2.000000000000000000e+03 8.983459556475281715e-04 3.788546100258827209e-02 3.808623552322387695e-02 4.219009727239608765e-02 4.460801929235458374e-02 8.983459556475281715e-04 3.788546100258827209e-02 3.808623552322387695e-02 4.219009727239608765e-02 4.460801929235458374e-02
2.000000000000000000e+03 8.983459556475281715e-04 3.788546100258827209e-02 3.808623552322387695e-02 4.219009727239608765e-02 4.460801929235458374e-02 8.983459556475281715e-04 3.788546100258827209e-02 3.808623552322387695e-02 4.219009727239608765e-02 4.460801929235458374e-02
3.000000000000000000e+03 4.951910232193768024e-04 3.840866312384605408e-02 3.838019445538520813e-02 4.178940877318382263e-02 4.415231570601463318e-02 4.951910232193768024e-04 3.840866312384605408e-02 3.838019445538520813e-02 4.178940877318382263e-02 4.415231570601463318e-02
3.000000000000000000e+03 4.951910232193768024e-04 3.840866312384605408e-02 3.838019445538520813e-02 4.178940877318382263e-02 4.415231570601463318e-02 4.951910232193768024e-04 3.840866312384605408e-02 3.838019445538520813e-02 4.178940877318382263e-02 4.415231570601463318e-02
4.000000000000000000e+03 3.556764568202197552e-04 3.832470625638961792e-02 3.821537271142005920e-02 4.180536791682243347e-02 4.455246031284332275e-02 3.556764568202197552e-04 3.832470625638961792e-02 3.821537271142005920e-02 4.180536791682243347e-02 4.455246031284332275e-02
4.000000000000000000e+03 3.556764568202197552e-04 3.832470625638961792e-02 3.821537271142005920e-02 4.180536791682243347e-02 4.455246031284332275e-02 3.556764568202197552e-04 3.832470625638961792e-02 3.821537271142005920e-02 4.180536791682243347e-02 4.455246031284332275e-02
5.000000000000000000e+03 2.559083804953843355e-04 4.040546715259552002e-02 3.960942849516868591e-02 3.944488614797592163e-02 4.173037409782409668e-02 2.559083804953843355e-04 4.040546715259552002e-02 3.960942849516868591e-02 3.944488614797592163e-02 4.173037409782409668e-02
5.000000000000000000e+03 2.559083804953843355e-04 4.040546715259552002e-02 3.960942849516868591e-02 3.944488614797592163e-02 4.173037409782409668e-02 2.559083804953843355e-04 4.040546715259552002e-02 3.960942849516868591e-02 3.944488614797592163e-02 4.173037409782409668e-02
